Name,State,Department,Type,People,Latitude,Longitude
Fort Harker,KS,Military,Quartermasters Department At Large,1,38.709722,-98.156944
Fort Shaw,MT,Military,Quartermasters Department At Large,1,47.50444444,-111.8113889
Grand Island,NE,Military,Quartermasters Department At Large,1,40.9263957,-98.342012
San Antonio,TX,Military,Quartermasters Department At Large,17,29.4241219,-98.493628
Fort Whipple,AZ,Military,Quartermasters Department At Large,2,34.55472222,-112.4527778
Prescott,AZ,Military,Quartermasters Department At Large,3,34.5400242,-112.468503
Ogden,UT,Military,Quartermasters Department At Large,1,41.223,-111.97383
Fort Fetterman,WY,Military,Quartermasters Department At Large,2,42.84027778,-105.4797222
Fort Boise,ID,Military,Quartermasters Department At Large,16,43.61666667,-116.2
Fort Abercrombie,ND,Military,Quartermasters Department At Large,1,46.44472222,-96.71861111
Fort Keogh,MT,Military,Quartermasters Department At Large,7,46.405052,-105.869842
Fort Riley,KS,Military,Quartermasters Department At Large,1,39.1,-96.81666667
Big Horn Post,MT,Military,Quartermasters Department At Large,3,45.738213,-107.560288
Brownsville,TX,Military,Superintendents of National Cemeteries,1,25.9017472,-97.497484
Fort Leavenworth,KS,Military,Superintendents of National Cemeteries,1,39.355,-94.92111111
Fort Scott,KS,Military,Superintendents of National Cemeteries,1,37.8397626,-94.708295
Fort Gibson,OK,Military,Superintendents of National Cemeteries,1,35.806176,-95.255826
Fort McPherson,NE,Military,Superintendents of National Cemeteries,1,41.01611111,-100.5175
San Antonio,TX,Military,Superintendents of National Cemeteries,1,29.4241219,-98.493628
Fort Brown,TX,Military,Paymasters Clerks,1,25.89833333,-97.49222222
San Antonio,TX,Military,Paymasters Clerks,4,29.4241219,-98.493628
Leavenworth,KS,Military,Paymasters Clerks,4,39.3111112,-94.922464
Santa Fe,NM,Military,Paymasters Clerks,2,35.6869752,-105.937799
Portland,OR,Military,Paymasters Clerks,5,45.5230622,-122.676482
San Francisco,CA,Military,Paymasters Clerks,4,37.7749295,-122.419416
Omaha,NE,Military,Paymasters Clerks,4,41.2523634,-95.997988
Salt Lake City,UT,Military,Paymasters Clerks,1,40.7607793,-111.891047
Cheyenne,WY,Military,Paymasters Clerks,1,41.1399814,-104.820246
Prescott,AZ,Military,Paymasters Clerks,1,34.5400242,-112.468503
Tucson,AZ,Military,Paymasters Clerks,1,32.2217429,-110.926479
Yuma,AZ,Military,Paymasters Clerks,1,32.6926512,-114.627692
San Francisco,CA,Military,Department At Large,8,37.7749295,-122.419416
Omaha,NE,Military,Department At Large,7,41.2523634,-95.997988
Portland,OR,Military,Department At Large,5,45.5230622,-122.676482
Fort Leavenworth,KS,Military,Department At Large,11,39.355,-94.92111111
San Antonio,TX,Military,Department At Large,5,29.4241219,-98.493628
Cheyenne,WY,Military,Department At Large,3,41.1399814,-104.820246
Prescott,AZ,Military,Department At Large,3,34.5400242,-112.468503
Santa Fe,NM,Military,Department At Large,3,35.6869752,-105.937799
Helena,MT,Military,Department At Large,1,46.5883707,-112.024505
San Francisco,CA,Military,Surgeon General Office,4,37.7749295,-122.419416
Benicia,CA,Military,Ordinance Department,19,38.049365,-122.158578
San Antonio,TX,Military,Ordinance Department,12,29.4241219,-98.493628
Vancouver,WA,Military,Ordinance Department,2,45.6387281,-122.661486
Camp Apache,AZ,Military,Outpost,228,33.92861111,-110.1319444
Camp Bowie,AZ,Military,Outpost,115,32.15166667,-109.4816667
Camp Grant,AZ,Military,Outpost,233,32.84138889,-110.7111111
Camp Lowell,AZ,Military,Outpost,138,32.26,-110.8738889
Camp McDowell,AZ,Military,Outpost,96,33.63666667,-111.6744444
Camp Mojave,AZ,Military,Outpost,31,34.94305556,-114.595
Camp Thomas,AZ,Military,Outpost,92,33.08888889,-110.0580556
Fort Whipple,AZ,Military,Outpost,145,34.55472222,-112.4527778
Camp Verde,AZ,Military,Outpost,150,34.56666667,-111.8561111
Alcatraz Island,CA,Military,Other,77,37.82666667,-122.4233333
Angel Island,CA,Military,Other,56,37.86666667,-122.4333333
Camp Bidwell,CA,Military,Outpost,41,39.74,-121.8355556
Camp Gaston,CA,Military,Outpost,38,41.05027778,-123.6741667
Presidio,CA,Military,Other,175,37.79805556,-122.4658333
Fort Yuma,CA,Military,Outpost,4,32.78444444,-114.6452778
Fort Lyon,CO,Military,Outpost,130,38.09666667,-103.1519444
Fort Garland,CO,Military,Outpost,85,37.42944444,-105.4352778
Fort Hall,ID,Military,Outpost,41,43.02027778,-112.6347222
Fort Boise,ID,Military,Outpost,27,43.61666667,-116.2
Fort Lapwai,ID,Military,Outpost,45,46.45,-116.8175
Lewiston,ID,Military,Other,427,46.39901,-117.004303
Fort Leavenworth,KS,Military,Outpost,441,39.355,-94.92111111
Fort Hays,KS,Military,Outpost,42,38.8617,-99.34222222
Fort Dodge,KS,Military,Outpost,93,37.73194444,-99.93527778
Fort Larned ,KS,Military,Outpost,36,38.18305556,-99.21805556
Fort Riley ,KS,Military,Outpost,146,39.1,-96.81666667
Fort Wallace ,KS,Military,Outpost,103,38.905,-101.5594444
Fort Shaw,MT,Military,Outpost,189,47.50444444,-111.8113889
Fort Ellis,MT,Military,Outpost,394,45.65444444,-110.9763889
Fort Benton,MT,Military,Outpost,28,47.81944444,-110.6697222
Camp Baker,MT,Military,Outpost,57,46.68,-111.1675
Big Horn Barracks,MT,Military,Barracks,231,45.738213,-107.560288
Tongue River Barracks,MT,Military,Barracks,388,46.409282,-105.866077
Missoula,MT,Military,Other,32,46.862121,-113.988298
Fort Abercrombie,ND,Military,Outpost,40,46.44472222,-96.71861111
Fort Totten,ND,Military,Outpost,34,47.9775,-98.99305556
Fort Buford,ND,Military,Outpost,285,47.98638889,-104.0013889
Fort A Lincoln,ND,Military,Outpost,205,46.76416667,-100.8497222
Fort Rice,ND,Military,Outpost,111,46.52361111,-100.5861111
Fort Stevenson,ND,Military,Outpost,42,47.56722222,-101.4305556
Fort Pembina,ND,Military,Outpost,73,48.96522,-97.240112
Omaha Barracks,NE,Military,Barracks,325,41.25,-96
North Platte,NE,Military,Other,36,41.13583333,-100.7705556
Camp Robinson,NE,Military,Outpost,391,42.66888889,-103.4672222
Camp Sheridan,NE,Military,Outpost,113,42.85194444,-102.7441667
Sidney Barracks,NE,Military,Barracks,74,41.14277778,-102.9719444
Fort McPherson,NE,Military,Outpost,127,41.01611111,-100.5175
Fort Hartsnuff,NE,Military,Outpost,40,41.72333333,-99.02333333
Fort Marcy,NM,Military,Outpost,73,35.68944444,-105.9322222
Fort Bayard,NM,Military,Outpost,177,32.79638889,-108.1488889
Fort Craig,NM,Military,Outpost,70,33.63555556,-107.0141667
Fort Stanton,NM,Military,Outpost,154,33.49583333,-105.5238889
Fort Union,NM,Military,Outpost,189,35.90722222,-105.0122222
Fort Wingate,NM,Military,Outpost,136,35.46777778,-108.5405556
Camp McDermit,NV,Military,Outpost,30,41.94666667,-117.7502778
Camp Halleck,NV,Military,Outpost,39,40.80055556,-115.3377778
Fort Sill,OK,Military,Outpost,548,34.70416667,-98.50833333
Fort Reno,OK,Military,Outpost,228,35.56166667,-98.035
Camp Supply,OK,Military,Outpost,133,36.57638889,-99.56
Fort Gibson,OK,Military,Outpost,79,35.806176,-95.255826
HQ Dept of Columbia,OR,Military,Headquarters,25,45.52,-122.6819444
Camp Harney,OR,Military,Outpost,90,43.06666667,-118.9666667
Fort Klamath,OR,Military,Outpost,34,42.69194444,-121.9722222
Fort Stevens,OR,Military,Outpost,10,46.20194444,-123.9625
Fort Sisseton,SD,Military,Outpost,46,45.65861111,-97.53188889
Fort Randall,SD,Military,Outpost,137,43.01888889,-98.62416667
Fort Sully,SD,Military,Outpost,136,44.34611111,-100.2747222
Fort Seward,SD,Military,Outpost,34,43.24138889,-98.2825
Cheyenne Agency,SD,Military,Agency,180,44.666352,-100.698698
Standing Rock Agency,SD,Military,Agency,245,45.75,-101.2
Lower Brule Agency,SD,Military,Agency,42,44.53527778,-98.75194444
Fort Elliot,TX,Military,Outpost,200,35.53361111,-100.4391667
HQ Dept of Texas,TX,Military,Headquarters,85,29.41666667,-98.5
Fort Clark,TX,Military,Outpost,881,29.30583333,-100.4080556
Fort Concho,TX,Military,Outpost,373,31.45277778,-100.4291667
Fort Davis,TX,Military,Outpost,225,30.59277778,-103.8919444
Fort Duncan,TX,Military,Outpost,158,28.70722222,-100.4991667
Fort Griffin,TX,Military,Outpost,86,32.92722222,-99.23222222
Fort McKavett,TX,Military,Outpost,236,30.82694444,-100.1080556
Fort Richardson,TX,Military,Outpost,85,33.20805556,-98.16472222
Fort Stockton,TX,Military,Outpost,114,30.89138889,-102.885
Fort McIntosh,TX,Military,Outpost,51,27.50527778,-99.52055556
Fort Brown,TX,Military,Outpost,470,25.89833333,-97.49222222
Ringgold Barracks,TX,Military,Barracks,330,26.38055556,-98.81833333
San Felipe,TX,Military,Other,76,29.819683,-96.110065
Fort Cameron,UT,Military,Outpost,43,38.27888889,-112.6005556
Camp Douglas,UT,Military,Outpost,176,40.76527778,-111.8330556
Fort Canby,WA,Military,Outpost,8,46.29111111,-124.0722222
Fort Colville,WA,Military,Outpost,52,48.62833333,-118.0919444
Fort Townsend,WA,Military,Outpost,14,48.1025,-122.7752778
Fort Vancouver,WA,Military,Outpost,58,45.6225,-122.6622222
Fort Walla Walla,WA,Military,Outpost,44,46.05111111,-118.3302778
Fort Laramie,WY,Military,Outpost,431,42.20916667,-104.5358333
Fort DA Russell,WY,Military,Outpost,465,41.16638889,-104.8627778
Fort Sanders,WY,Military,Outpost,76,41.26833333,-105.5980556
Fort Fred Steele,WY,Military,Outpost,40,41.77833333,-106.9475
Fort McKinney,WY,Military,Outpost,158,44.355791,-106.688741
Camp Stambaugh,WY,Military,Outpost,40,41.68027778,-108.7555556
Fort Bridger,WY,Military,Outpost,100,41.31777778,-110.3919444
Camp Brown,WY,Military,Outpost,146,42.65388889,-109.6986111
Fort Fetterman,WY,Military,Outpost,138,42.84027778,-105.4797222
