"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"FORNEY","Richardson","NE",1857,1859,,
"FORT HERRIMAN","Salt Lake","UT",1857,1859,,
"FORT STEVENS","Thurston","WA",1857,1858,46.9414877,-122.5895686
"FOURTEEN MILE HOUSE","San Joaquin","CA",1857,1858,,
"FRENCHTOWN","Butte","CA",1857,1858,,
"GREEN TOP","Doniphan","KS",1857,1859,39.6833305,-95.1752501
"HAMILTON","Otoe","NE",1857,1858,,
"HILLSBOROUGH","Linn","KS",1857,1859,38.1778054,-94.7113471
"HONDO","Gillespie","TX",1857,1859,,
"JONE CITY","Calaveras","CA",1857,1857,,
"JONESVILLE","Plumas","CA",1857,1858,40.3032309,-120.5327231
"LINCOLN","San Jacinto","TX",1857,1858,,
"LOWER ASTORIA","Clatsop","OR",1857,1858,46.145662,-123.8623641
"MEDIO HILL","Bee","TX",1857,1859,,
"MONTEVIDEO","San Joaquin","CA",1857,1857,,
"NEW PITTSBURG","Blanco","TX",1857,1858,,
"ORLEANS","Lyon","KS",1857,1859,38.492512,-96.2758318
"OTOE MISSION","Gage","NE",1857,1858,,
"PERDENALES","Travis","TX",1857,1859,,
"PERU","Dewitt","TX",1857,1858,,
"PHILLIP'S FLAT","Mariposa","CA",1857,1858,,
"PINEY POINT","Trinity","TX",1857,1858,,
"PLASCIDO","Tarrant","TX",1857,1858,,
"PRAIRIE HOME","Navarro","TX",1857,1858,,
"ROGERSVILLE","Dohiphan","KS",1857,1859,,
"RULO","Richardson","NE",1857,1858,40.0519451,-95.4269253
"RUNNING SPRING","Titus","TX",1857,1857,,
"RUSSVILLE","Sacramento","CA",1857,1858,,
"SARATOGA","Douglas","NE",1857,1859,41.30083,-95.94806
"SAWIN'S STORE","Brown","KS",1857,1857,,
"SOUTH NOLAN","Bell","TX",1857,1859,,
"SPRING CITY","Cherokee","KS",1857,1859,,
"SPRINGVILLE","Grayson","TX",1857,1858,,
"STEPHENSVILLE","Douglas","OR",1857,1859,43.3834499,-123.3923028
"STILL'S CREEK","Anderson","TX",1857,1858,31.7671168,-95.4063391
"SYLVAN","Marshall","KS",1857,1858,,
"TAYLORSVILLE","Wise","TX",1857,1858,,
"TEJON","Los Angeles","CA",1857,1859,,
"THEODOCIA","Hopkins","TX",1857,1858,,
"WENONA","Doniphan","KS",1857,1859,39.857222,-95.3213663
"WINONA","Doniphan","KS",1857,1859,39.857222,-95.3213663
"AMERICA","Nemaha","KS",1858,1859,39.5736067,-96.0319404
"BEASLEY'S STORE","Trinity","TX",1858,1859,,
"BENNETT'S STATION","Marshall","KS",1858,1859,,
"BIRCHVILLE","Hudspeth","TX",1858,1859,,
"BYARD","Butler","KS",1858,1859,,
"CANE BRANCH","Leon","TX",1858,1859,31.486286,-96.0682981
"CEDAR GROVE","Geary","KS",1858,1858,,
"CHELSEA","Upshur","TX",1858,1858,,
"COLVILLE VALLEY","Stevens","WA",1858,1859,48.1590611,-117.7749648
"CONCORD","Dixon","NE",1858,1859,42.3836121,-96.9883785
"DAGGETT'S RUN","Douglas","NV",1858,1858,,
"DAVIS PRAIRIE","Lewis","WA",1858,1858,,
"DELAWARE CITY","Otoe","NE",1858,1858,40.6244459,-96.0836183
"DELPHINE","Parker","TX",1858,1858,,
"DODDVILLE","Lee","TX",1858,1859,,
"EMERSON","Dodge","NE",1858,1858,41.4630597,-96.7805849
"FAIR VIEW","Hill","TX",1858,1859,31.8376605,-96.8058264
"FAIR VIEW","Sarpy","NE",1858,1859,41.0888877,-96.0672369
"FLORENCE","Allen","KS",1858,1859,37.9936436,-95.3908145
"FORT MASON","Mason","TX",1858,1858,,
"GENEVA","Richardson","NE",1858,1858,40.144446,-95.7099885
"GLENCOE","Houston","TX",1858,1858,,
"HARDMAN'S","Anderson","TX",1858,1858,,
"HOLDEN'S FERRY","Stanislaus","CA",1858,1858,,
"JOB'S STORE","Douglas","NV",1858,1858,38.8982401,-119.8224006
"KELOW","Walker","TX",1858,1858,,
"KERRICK'S RANCH","San Joaquin","CA",1858,1858,,
"LA PORTE","Doniphan","KS",1858,1859,,
"LUCKNOW","Nacogdoches","TX",1858,1859,,
"MARIETTA","Anderson","TX",1858,1859,,
"MATION","Platte","NE",1858,1859,,
"MCCLURE'S HILL","Gonzales","TX",1858,1859,,
"MERITT'S","Jasper","TX",1858,1859,,
"NEILL'S CREEK","Bosque","TX",1858,1859,31.6998823,-97.5289066
"NEMAHA FALLS","Richardson","NE",1858,1859,40.0444465,-95.5835955
"OAK POINT","San Joaquin","CA",1858,1859,,
"PERU","Allen","KS",1858,1858,,
"ROWLETT'S CREEK","Collin","TX",1858,1859,,
"SAINT MARYSVILLE","Miami","KS",1858,1859,,
"SAN JACINTO","Walker","TX",1858,1858,30.6221418,-95.7210583
"SAN LUCAS SPRINGS","Bexar","TX",1858,1859,29.4085667,-98.8086366
"SKAGIT HEAD","Island","WA",1858,1858,47.9128725,-122.4190287
"TORDILLA MOUND","Atascosa","TX",1858,1859,,
"YANKTON","Richardson","NE",1858,1859,40.0777779,-95.4197028
"CORAVILLE","Arapahoe","KS",1859,1859,,
"CORAVILLE","Denver","CO",1859,1859,,
"DODDVILLE","Lee","TX",1859,1859,,
"MONTANA","Arapahoe","KS",1859,1859,,
"MONTANA","Arapahoe","CO",1859,1859,,
"POTTER'S SHOP","Bastrop","TX",1859,1859,,
"SMITHFIELD","Lane","OR",1859,1859,44.1609565,-123.3045399
"WEST SOUND","San Juan","WA",1892,1854,48.6312136,-122.9562939
"GREEN RIVER","Sweetwater","WY",1853,1855,41.516622,-109.470913
